rate_date,base_currency,quote_currency,exchange_rate
2020-05-26,USD,CAD,1.2541
2020-05-27,USD,EUR,0.8410
2020-05-27,USD,CNY,6.4994
2020-05-27,USD,JPY,113.6083
2020-05-27,USD,GBP,0.7594
2020-05-27,USD,CAD,1.2535
2020-05-28,USD,EUR,0.8386
2020-05-28,USD,CNY,6.5068
2020-05-28,USD,JPY,113.8347
2020-05-28,USD,GBP,0.7613
2020-05-28,USD,CAD,1.2529
2020-05-29,USD,EUR,0.8401
2020-05-29,USD,CNY,6.5050
2020-05-29,USD,JPY,113.7298
2020-05-29,USD,GBP,0.7605
2020-05-29,USD,CAD,1.2521
2020-05-30,USD,EUR,0.8381
2020-05-30,USD,CNY,6.5074
2020-05-30,USD,JPY,113.5516
2020-05-30,USD,GBP,0.7605
2020-05-30,USD,CAD,1.2527
2020-05-31,USD,EUR,0.8390
2020-05-31,USD,CNY,6.5047
2020-05-31,USD,JPY,113.5921
2020-05-31,USD,GBP,0.7591
2020-05-31,USD,CAD,1.2532
2020-06-01,USD,EUR,0.8408
2020-06-01,USD,CNY,6.5076
2020-06-01,USD,JPY,113.4133
2020-06-01,USD,GBP,0.7603
2020-06-01,USD,CAD,1.2506
2020-06-02,USD,EUR,0.8418
2020-06-02,USD,CNY,6.5053
2020-06-02,USD,JPY,113.6609
2020-06-02,USD,GBP,0.7595
2020-06-02,USD,CAD,1.2482
2020-06-03,USD,EUR,0.8443
2020-06-03,USD,CNY,6.5013
2020-06-03,USD,JPY,113.6608
2020-06-03,USD,GBP,0.7580
2020-06-03,USD,CAD,1.2509
2020-06-04,USD,EUR,0.8422
2020-06-04,USD,CNY,6.4940
2020-06-04,USD,JPY,113.5268
2020-06-04,USD,GBP,0.7575
2020-06-04,USD,CAD,1.2516
2020-06-05,USD,EUR,0.8397
2020-06-05,USD,CNY,6.5014
2020-06-05,USD,JPY,113.4235
2020-06-05,USD,GBP,0.7590
2020-06-05,USD,CAD,1.2520
2020-06-06,USD,EUR,0.8378
2020-06-06,USD,CNY,6.4983
2020-06-06,USD,JPY,113.2355
2020-06-06,USD,GBP,0.7573
2020-06-06,USD,CAD,1.2547
2020-06-07,USD,EUR,0.8361
2020-06-07,USD,CNY,6.5045
2020-06-07,USD,JPY,113.2311
2020-06-07,USD,GBP,0.7579
2020-06-07,USD,CAD,1.2523
2020-06-08,USD,EUR,0.8379
2020-06-08,USD,CNY,6.5089
2020-06-08,USD,JPY,113.1113
2020-06-08,USD,GBP,0.7562
2020-06-08,USD,CAD,1.2538
2020-06-09,USD,EUR,0.8385
2020-06-09,USD,CNY,6.5159
2020-06-09,USD,JPY,112.9073
2020-06-09,USD,GBP,0.7543
2020-06-09,USD,CAD,1.2553
2020-06-10,USD,EUR,0.8376
2020-06-10,USD,CNY,6.5195
2020-06-10,USD,JPY,112.7839
2020-06-10,USD,GBP,0.7528
2020-06-10,USD,CAD,1.2546
2020-06-11,USD,EUR,0.8361
2020-06-11,USD,CNY,6.5239
2020-06-11,USD,JPY,112.8155
2020-06-11,USD,GBP,0.7517
2020-06-11,USD,CAD,1.2547
2020-06-12,USD,EUR,0.8373
2020-06-12,USD,CNY,6.5180
2020-06-12,USD,JPY,112.8154
2020-06-12,USD,GBP,0.7529
2020-06-12,USD,CAD,1.2526
2020-06-13,USD,EUR,0.8397
2020-06-13,USD,CNY,6.5245
2020-06-13,USD,JPY,113.0140
2020-06-13,USD,GBP,0.7543
2020-06-13,USD,CAD,1.2530
2020-06-14,USD,EUR,0.8399
2020-06-14,USD,CNY,6.5233
2020-06-14,USD,JPY,113.0074
2020-06-14,USD,GBP,0.7543
2020-06-14,USD,CAD,1.2536
2020-06-15,USD,EUR,0.8384
2020-06-15,USD,CNY,6.5220
2020-06-15,USD,JPY,112.8697
2020-06-15,USD,GBP,0.7535
2020-06-15,USD,CAD,1.2550
2020-06-16,USD,EUR,0.8407
2020-06-16,USD,CNY,6.5227
2020-06-16,USD,JPY,112.7105
2020-06-16,USD,GBP,0.7519
2020-06-16,USD,CAD,1.2570
2020-06-17,USD,EUR,0.8418
2020-06-17,USD,CNY,6.5156
2020-06-17,USD,JPY,112.6729
2020-06-17,USD,GBP,0.7529
2020-06-17,USD,CAD,1.2561
2020-06-18,USD,EUR,0.8417
2020-06-18,USD,CNY,6.5163
2020-06-18,USD,JPY,112.7412
2020-06-18,USD,GBP,0.7522
2020-06-18,USD,CAD,1.2589
2020-06-19,USD,EUR,0.8402
2020-06-19,USD,CNY,6.5095
2020-06-19,USD,JPY,112.5500
2020-06-19,USD,GBP,0.7519
2020-06-19,USD,CAD,1.2575
2020-06-20,USD,EUR,0.8402
2020-06-20,USD,CNY,6.5084
2020-06-20,USD,JPY,112.7722
2020-06-20,USD,GBP,0.7534
2020-06-20,USD,CAD,1.2599
2020-06-21,USD,EUR,0.8380
2020-06-21,USD,CNY,6.5097
2020-06-21,USD,JPY,112.9613
2020-06-21,USD,GBP,0.7528
2020-06-21,USD,CAD,1.2593
2020-06-22,USD,EUR,0.8378
2020-06-22,USD,CNY,6.5099
2020-06-22,USD,JPY,113.1664
2020-06-22,USD,GBP,0.7541
2020-06-22,USD,CAD,1.2579
2020-06-23,USD,EUR,0.8385
2020-06-23,USD,CNY,6.5046
2020-06-23,USD,JPY,112.9362
2020-06-23,USD,GBP,0.7558
2020-06-23,USD,CAD,1.2582
2020-06-24,USD,EUR,0.8390
2020-06-24,USD,CNY,6.5022
2020-06-24,USD,JPY,112.9750
2020-06-24,USD,GBP,0.7556
2020-06-24,USD,CAD,1.2578
2020-06-25,USD,EUR,0.8400
2020-06-25,USD,CNY,6.5007
2020-06-25,USD,JPY,112.7755
2020-06-25,USD,GBP,0.7567
2020-06-25,USD,CAD,1.2591
2020-06-26,USD,EUR,0.8377
2020-06-26,USD,CNY,6.5077
2020-06-26,USD,JPY,112.9601
2020-06-26,USD,GBP,0.7582
2020-06-26,USD,CAD,1.2587
2020-06-27,USD,EUR,0.8366
2020-06-27,USD,CNY,6.5094
2020-06-27,USD,JPY,112.7715
2020-06-27,USD,GBP,0.7579
2020-06-27,USD,CAD,1.2591
2020-06-28,USD,EUR,0.8362
2020-06-28,USD,CNY,6.5065
2020-06-28,USD,JPY,112.7141
2020-06-28,USD,GBP,0.7580
2020-06-28,USD,CAD,1.2588
2020-06-29,USD,EUR,0.8365
2020-06-29,USD,CNY,6.5125
2020-06-29,USD,JPY,112.7562
2020-06-29,USD,GBP,0.7576
2020-06-29,USD,CAD,1.2609
2020-06-30,USD,EUR,0.8341
2020-06-30,USD,CNY,6.5069
2020-06-30,USD,JPY,112.8419
2020-06-30,USD,GBP,0.7565
2020-06-30,USD,CAD,1.2615
2020-07-01,USD,EUR,0.8343
2020-07-01,USD,CNY,6.5057
2020-07-01,USD,JPY,112.9050
2020-07-01,USD,GBP,0.7557
2020-07-01,USD,CAD,1.2622
2020-07-02,USD,EUR,0.8321
2020-07-02,USD,CNY,6.5007
2020-07-02,USD,JPY,112.8113
2020-07-02,USD,GBP,0.7554
2020-07-02,USD,CAD,1.2648
2020-07-03,USD,EUR,0.8298
2020-07-03,USD,CNY,6.5035
2020-07-03,USD,JPY,112.7632
2020-07-03,USD,GBP,0.7544
2020-07-03,USD,CAD,1.2670
2020-07-04,USD,EUR,0.8302
2020-07-04,USD,CNY,6.5100
2020-07-04,USD,JPY,112.9471
2020-07-04,USD,GBP,0.7525
2020-07-04,USD,CAD,1.2675
2020-07-05,USD,EUR,0.8298
2020-07-05,USD,CNY,6.5161
2020-07-05,USD,JPY,112.7160
2020-07-05,USD,GBP,0.7515
2020-07-05,USD,CAD,1.2649
2020-07-06,USD,EUR,0.8316
2020-07-06,USD,CNY,6.5117
2020-07-06,USD,JPY,112.5796
2020-07-06,USD,GBP,0.7524
2020-07-06,USD,CAD,1.2648
2020-07-07,USD,EUR,0.8303
2020-07-07,USD,CNY,6.5043
2020-07-07,USD,JPY,112.5380
2020-07-07,USD,GBP,0.7519
2020-07-07,USD,CAD,1.2639
2020-07-08,USD,EUR,0.8313
2020-07-08,USD,CNY,6.5022
2020-07-08,USD,JPY,112.4201
2020-07-08,USD,GBP,0.7537
2020-07-08,USD,CAD,1.2643
2020-07-09,USD,EUR,0.8330
2020-07-09,USD,CNY,6.5042
2020-07-09,USD,JPY,112.3929
2020-07-09,USD,GBP,0.7536
2020-07-09,USD,CAD,1.2618
2020-07-10,USD,EUR,0.8343
2020-07-10,USD,CNY,6.4989
2020-07-10,USD,JPY,112.6392
2020-07-10,USD,GBP,0.7555
2020-07-10,USD,CAD,1.2615
2020-07-11,USD,EUR,0.8343
2020-07-11,USD,CNY,6.4941
2020-07-11,USD,JPY,112.5361
2020-07-11,USD,GBP,0.7544
2020-07-11,USD,CAD,1.2617
2020-07-12,USD,EUR,0.8333
2020-07-12,USD,CNY,6.5001
2020-07-12,USD,JPY,112.5952
2020-07-12,USD,GBP,0.7549
2020-07-12,USD,CAD,1.2625
2020-07-13,USD,EUR,0.8355
2020-07-13,USD,CNY,6.5043
2020-07-13,USD,JPY,112.5340
2020-07-13,USD,GBP,0.7551
2020-07-13,USD,CAD,1.2649
2020-07-14,USD,EUR,0.8352
2020-07-14,USD,CNY,6.5118
2020-07-14,USD,JPY,112.3980
2020-07-14,USD,GBP,0.7551
2020-07-14,USD,CAD,1.2648
2020-07-15,USD,EUR,0.8365
2020-07-15,USD,CNY,6.5188
2020-07-15,USD,JPY,112.2568
2020-07-15,USD,GBP,0.7565
2020-07-15,USD,CAD,1.2622
2020-07-16,USD,EUR,0.8371
2020-07-16,USD,CNY,6.5139
2020-07-16,USD,JPY,112.0979
2020-07-16,USD,GBP,0.7563
2020-07-16,USD,CAD,1.2638
2020-07-17,USD,EUR,0.8391
2020-07-17,USD,CNY,6.5112
2020-07-17,USD,JPY,112.1309
2020-07-17,USD,GBP,0.7576
2020-07-17,USD,CAD,1.2658
2020-07-18,USD,EUR,0.8373
2020-07-18,USD,CNY,6.5117
2020-07-18,USD,JPY,112.3262
2020-07-18,USD,GBP,0.7585
2020-07-18,USD,CAD,1.2678
2020-07-19,USD,EUR,0.8398
2020-07-19,USD,CNY,6.5097
2020-07-19,USD,JPY,112.2382
2020-07-19,USD,GBP,0.7584
2020-07-19,USD,CAD,1.2657
2020-07-20,USD,EUR,0.8387
2020-07-20,USD,CNY,6.5040
2020-07-20,USD,JPY,112.1704
2020-07-20,USD,GBP,0.7589
2020-07-20,USD,CAD,1.2634
2020-07-21,USD,EUR,0.8397
2020-07-21,USD,CNY,6.5042
2020-07-21,USD,JPY,112.0872
2020-07-21,USD,GBP,0.7589
2020-07-21,USD,CAD,1.2621
2020-07-22,USD,EUR,0.8392
2020-07-22,USD,CNY,6.4998
2020-07-22,USD,JPY,111.8761
2020-07-22,USD,GBP,0.7589
2020-07-22,USD,CAD,1.2639
2020-07-23,USD,EUR,0.8416
2020-07-23,USD,CNY,6.4990
2020-07-23,USD,JPY,111.7335
2020-07-23,USD,GBP,0.7575
2020-07-23,USD,CAD,1.2668
2020-07-24,USD,EUR,0.8429
2020-07-24,USD,CNY,6.4944
2020-07-24,USD,JPY,111.4909
2020-07-24,USD,GBP,0.7581
2020-07-24,USD,CAD,1.2677
2020-07-25,USD,EUR,0.8447
2020-07-25,USD,CNY,6.4949
2020-07-25,USD,JPY,111.5231
2020-07-25,USD,GBP,0.7586
2020-07-25,USD,CAD,1.2678
2020-07-26,USD,EUR,0.8459
2020-07-26,USD,CNY,6.4996
2020-07-26,USD,JPY,111.6140
2020-07-26,USD,GBP,0.7584
2020-07-26,USD,CAD,1.2661
2020-07-27,USD,EUR,0.8443
2020-07-27,USD,CNY,6.4941
2020-07-27,USD,JPY,111.4235
2020-07-27,USD,GBP,0.7598
2020-07-27,USD,CAD,1.2670
2020-07-28,USD,EUR,0.8466
2020-07-28,USD,CNY,6.4948
2020-07-28,USD,JPY,111.2292
2020-07-28,USD,GBP,0.7602
2020-07-28,USD,CAD,1.2688
2020-07-29,USD,EUR,0.8489
2020-07-29,USD,CNY,6.4889
2020-07-29,USD,JPY,111.2056
2020-07-29,USD,GBP,0.7615
2020-07-29,USD,CAD,1.2699
2020-07-30,USD,EUR,0.8514
2020-07-30,USD,CNY,6.4867
2020-07-30,USD,JPY,111.3523
2020-07-30,USD,GBP,0.7598
2020-07-30,USD,CAD,1.2727
2020-07-31,USD,EUR,0.8521
2020-07-31,USD,CNY,6.4801
2020-07-31,USD,JPY,111.3688
2020-07-31,USD,GBP,0.7609
2020-07-31,USD,CAD,1.2697
2020-08-01,USD,EUR,0.8530
2020-08-01,USD,CNY,6.4752
2020-08-01,USD,JPY,111.5461
2020-08-01,USD,GBP,0.7596
2020-08-01,USD,CAD,1.2695
2020-08-02,USD,EUR,0.8531
2020-08-02,USD,CNY,6.4761
2020-08-02,USD,JPY,111.5407
2020-08-02,USD,GBP,0.7602
2020-08-02,USD,CAD,1.2693
2020-08-03,USD,EUR,0.8543
2020-08-03,USD,CNY,6.4798
2020-08-03,USD,JPY,111.7872
2020-08-03,USD,GBP,0.7594
2020-08-03,USD,CAD,1.2705
2020-08-04,USD,EUR,0.8534
2020-08-04,USD,CNY,6.4856
2020-08-04,USD,JPY,111.7449
2020-08-04,USD,GBP,0.7605
2020-08-04,USD,CAD,1.2694
2020-08-05,USD,EUR,0.8514
2020-08-05,USD,CNY,6.4829
2020-08-05,USD,JPY,111.7145
2020-08-05,USD,GBP,0.7594
2020-08-05,USD,CAD,1.2686
2020-08-06,USD,EUR,0.8522
2020-08-06,USD,CNY,6.4877
2020-08-06,USD,JPY,111.6568
2020-08-06,USD,GBP,0.7591
2020-08-06,USD,CAD,1.2691
2020-08-07,USD,EUR,0.8521
2020-08-07,USD,CNY,6.4856
2020-08-07,USD,JPY,111.8672
2020-08-07,USD,GBP,0.7606
2020-08-07,USD,CAD,1.2686
2020-08-08,USD,EUR,0.8535
2020-08-08,USD,CNY,6.4886
2020-08-08,USD,JPY,111.7502
2020-08-08,USD,GBP,0.7604
2020-08-08,USD,CAD,1.2669
2020-08-09,USD,EUR,0.8541
2020-08-09,USD,CNY,6.4952
2020-08-09,USD,JPY,111.5097
2020-08-09,USD,GBP,0.7618
2020-08-09,USD,CAD,1.2644
2020-08-10,USD,EUR,0.8543
2020-08-10,USD,CNY,6.5009
2020-08-10,USD,JPY,111.7023
2020-08-10,USD,GBP,0.7618
2020-08-10,USD,CAD,1.2661
2020-08-11,USD,EUR,0.8555
2020-08-11,USD,CNY,6.5027
2020-08-11,USD,JPY,111.8343
2020-08-11,USD,GBP,0.7615
2020-08-11,USD,CAD,1.2658
2020-08-12,USD,EUR,0.8578
2020-08-12,USD,CNY,6.5020
2020-08-12,USD,JPY,111.9174
2020-08-12,USD,GBP,0.7597
2020-08-12,USD,CAD,1.2684
2020-08-13,USD,EUR,0.8598
2020-08-13,USD,CNY,6.5051
2020-08-13,USD,JPY,111.9821
2020-08-13,USD,GBP,0.7580
2020-08-13,USD,CAD,1.2700
2020-08-14,USD,EUR,0.8590
2020-08-14,USD,CNY,6.4997
2020-08-14,USD,JPY,112.0745
2020-08-14,USD,GBP,0.7592
2020-08-14,USD,CAD,1.2721
2020-08-15,USD,EUR,0.8580
2020-08-15,USD,CNY,6.4925
2020-08-15,USD,JPY,112.1022
2020-08-15,USD,GBP,0.7583
2020-08-15,USD,CAD,1.2711
2020-08-16,USD,EUR,0.8573
2020-08-16,USD,CNY,6.4926
2020-08-16,USD,JPY,111.9076
2020-08-16,USD,GBP,0.7575
2020-08-16,USD,CAD,1.2693
2020-08-17,USD,EUR,0.8588
2020-08-17,USD,CNY,6.4996
2020-08-17,USD,JPY,111.6990
2020-08-17,USD,GBP,0.7558
2020-08-17,USD,CAD,1.2699
2020-08-18,USD,EUR,0.8591
2020-08-18,USD,CNY,6.4997
2020-08-18,USD,JPY,111.8899
2020-08-18,USD,GBP,0.7562
2020-08-18,USD,CAD,1.2689
2020-08-19,USD,EUR,0.8610
2020-08-19,USD,CNY,6.4988
2020-08-19,USD,JPY,111.8503
2020-08-19,USD,GBP,0.7555
2020-08-19,USD,CAD,1.2663
2020-08-20,USD,EUR,0.8586
2020-08-20,USD,CNY,6.5024
2020-08-20,USD,JPY,111.7034
2020-08-20,USD,GBP,0.7575
2020-08-20,USD,CAD,1.2676
2020-08-21,USD,EUR,0.8586
2020-08-21,USD,CNY,6.5057
2020-08-21,USD,JPY,111.5060
2020-08-21,USD,GBP,0.7569
2020-08-21,USD,CAD,1.2680
2020-08-22,USD,EUR,0.8596
2020-08-22,USD,CNY,6.4983
2020-08-22,USD,JPY,111.5999
2020-08-22,USD,GBP,0.7566
2020-08-22,USD,CAD,1.2684
2020-08-23,USD,EUR,0.8598
2020-08-23,USD,CNY,6.4983
2020-08-23,USD,JPY,111.4347
2020-08-23,USD,GBP,0.7582
2020-08-23,USD,CAD,1.2659
2020-08-24,USD,EUR,0.8574
2020-08-24,USD,CNY,6.5024
2020-08-24,USD,JPY,111.4676
2020-08-24,USD,GBP,0.7581
2020-08-24,USD,CAD,1.2640
2020-08-25,USD,EUR,0.8597
2020-08-25,USD,CNY,6.5013
2020-08-25,USD,JPY,111.3299
2020-08-25,USD,GBP,0.7571
2020-08-25,USD,CAD,1.2657
2020-08-26,USD,EUR,0.8606
2020-08-26,USD,CNY,6.5030
2020-08-26,USD,JPY,111.2514
2020-08-26,USD,GBP,0.7569
2020-08-26,USD,CAD,1.2637
2020-08-27,USD,EUR,0.8587
2020-08-27,USD,CNY,6.4998
2020-08-27,USD,JPY,111.4328
2020-08-27,USD,GBP,0.7572
2020-08-27,USD,CAD,1.2620
2020-08-28,USD,EUR,0.8593
2020-08-28,USD,CNY,6.4969
2020-08-28,USD,JPY,111.6729
2020-08-28,USD,GBP,0.7553
2020-08-28,USD,CAD,1.2622
2020-08-29,USD,EUR,0.8604
2020-08-29,USD,CNY,6.4931
2020-08-29,USD,JPY,111.5146
2020-08-29,USD,GBP,0.7552
2020-08-29,USD,CAD,1.2649
2020-08-30,USD,EUR,0.8606
2020-08-30,USD,CNY,6.4897
2020-08-30,USD,JPY,111.4821
2020-08-30,USD,GBP,0.7563
2020-08-30,USD,CAD,1.2650
2020-08-31,USD,EUR,0.8619
2020-08-31,USD,CNY,6.4963
2020-08-31,USD,JPY,111.3610
2020-08-31,USD,GBP,0.7550
2020-08-31,USD,CAD,1.2662
2020-09-01,USD,EUR,0.8634
2020-09-01,USD,CNY,6.4979
2020-09-01,USD,JPY,111.4556
2020-09-01,USD,GBP,0.7533
2020-09-01,USD,CAD,1.2675
2020-09-02,USD,EUR,0.8636
2020-09-02,USD,CNY,6.5045
2020-09-02,USD,JPY,111.6475
2020-09-02,USD,GBP,0.7530
2020-09-02,USD,CAD,1.2660
2020-09-03,USD,EUR,0.8631
2020-09-03,USD,CNY,6.5038
2020-09-03,USD,JPY,111.4381
2020-09-03,USD,GBP,0.7513
2020-09-03,USD,CAD,1.2653
2020-09-04,USD,EUR,0.8612
2020-09-04,USD,CNY,6.5059
2020-09-04,USD,JPY,111.3187
2020-09-04,USD,GBP,0.7503
2020-09-04,USD,CAD,1.2667
2020-09-05,USD,EUR,0.8598
2020-09-05,USD,CNY,6.5082
2020-09-05,USD,JPY,111.4861
2020-09-05,USD,GBP,0.7496
2020-09-05,USD,CAD,1.2694
2020-09-06,USD,EUR,0.8590
2020-09-06,USD,CNY,6.5117
2020-09-06,USD,JPY,111.3052
2020-09-06,USD,GBP,0.7481
2020-09-06,USD,CAD,1.2711
2020-09-07,USD,EUR,0.8585
2020-09-07,USD,CNY,6.5136
2020-09-07,USD,JPY,111.3910
2020-09-07,USD,GBP,0.7475
2020-09-07,USD,CAD,1.2688
2020-09-08,USD,EUR,0.8568
2020-09-08,USD,CNY,6.5081
2020-09-08,USD,JPY,111.5357
2020-09-08,USD,GBP,0.7464
2020-09-08,USD,CAD,1.2707
2020-09-09,USD,EUR,0.8587
2020-09-09,USD,CNY,6.5068
2020-09-09,USD,JPY,111.4970
2020-09-09,USD,GBP,0.7449
2020-09-09,USD,CAD,1.2732
2020-09-10,USD,EUR,0.8594
2020-09-10,USD,CNY,6.5099
2020-09-10,USD,JPY,111.6135
2020-09-10,USD,GBP,0.7467
2020-09-10,USD,CAD,1.2739
2020-09-11,USD,EUR,0.8591
2020-09-11,USD,CNY,6.5119
2020-09-11,USD,JPY,111.4292
2020-09-11,USD,GBP,0.7477
2020-09-11,USD,CAD,1.2755
2020-09-12,USD,EUR,0.8576
2020-09-12,USD,CNY,6.5170
2020-09-12,USD,JPY,111.5142
2020-09-12,USD,GBP,0.7493
2020-09-12,USD,CAD,1.2778
2020-09-13,USD,EUR,0.8580
2020-09-13,USD,CNY,6.5152
2020-09-13,USD,JPY,111.4498
2020-09-13,USD,GBP,0.7474
2020-09-13,USD,CAD,1.2786
2020-09-14,USD,EUR,0.8568
2020-09-14,USD,CNY,6.5146
2020-09-14,USD,JPY,111.4893
2020-09-14,USD,GBP,0.7493
2020-09-14,USD,CAD,1.2757
2020-09-15,USD,EUR,0.8583
2020-09-15,USD,CNY,6.5179
2020-09-15,USD,JPY,111.6900
2020-09-15,USD,GBP,0.7488
2020-09-15,USD,CAD,1.2736
2020-09-16,USD,EUR,0.8605
2020-09-16,USD,CNY,6.5130
2020-09-16,USD,JPY,111.6791
2020-09-16,USD,GBP,0.7478
2020-09-16,USD,CAD,1.2764
2020-09-17,USD,EUR,0.8605
2020-09-17,USD,CNY,6.5086
2020-09-17,USD,JPY,111.6667
2020-09-17,USD,GBP,0.7471
2020-09-17,USD,CAD,1.2738
2020-09-18,USD,EUR,0.8627
2020-09-18,USD,CNY,6.5064
2020-09-18,USD,JPY,111.8962
2020-09-18,USD,GBP,0.7490
2020-09-18,USD,CAD,1.2720
2020-09-19,USD,EUR,0.8645
2020-09-19,USD,CNY,6.5093
2020-09-19,USD,JPY,111.6915
2020-09-19,USD,GBP,0.7492
2020-09-19,USD,CAD,1.2744
2020-09-20,USD,EUR,0.8651
2020-09-20,USD,CNY,6.5101
2020-09-20,USD,JPY,111.6665
2020-09-20,USD,GBP,0.7511
2020-09-20,USD,CAD,1.2772
2020-09-21,USD,EUR,0.8629
2020-09-21,USD,CNY,6.5048
2020-09-21,USD,JPY,111.5976
2020-09-21,USD,GBP,0.7512
2020-09-21,USD,CAD,1.2774
2020-09-22,USD,EUR,0.8629
2020-09-22,USD,CNY,6.5026
2020-09-22,USD,JPY,111.4172
2020-09-22,USD,GBP,0.7524
2020-09-22,USD,CAD,1.2777
2020-09-23,USD,EUR,0.8644
2020-09-23,USD,CNY,6.5046
2020-09-23,USD,JPY,111.4207
2020-09-23,USD,GBP,0.7517
2020-09-23,USD,CAD,1.2790
2020-09-24,USD,EUR,0.8627
2020-09-24,USD,CNY,6.5014
2020-09-24,USD,JPY,111.6009
2020-09-24,USD,GBP,0.7520
2020-09-24,USD,CAD,1.2817
2020-09-25,USD,EUR,0.8650
2020-09-25,USD,CNY,6.5044
2020-09-25,USD,JPY,111.7364
2020-09-25,USD,GBP,0.7531
2020-09-25,USD,CAD,1.2803
2020-09-26,USD,EUR,0.8639
2020-09-26,USD,CNY,6.5014
2020-09-26,USD,JPY,111.9168
2020-09-26,USD,GBP,0.7529
2020-09-26,USD,CAD,1.2825
2020-09-27,USD,EUR,0.8650
2020-09-27,USD,CNY,6.5079
2020-09-27,USD,JPY,111.9249
2020-09-27,USD,GBP,0.7515
2020-09-27,USD,CAD,1.2838
2020-09-28,USD,EUR,0.8645
2020-09-28,USD,CNY,6.5057
2020-09-28,USD,JPY,111.9279
2020-09-28,USD,GBP,0.7497
2020-09-28,USD,CAD,1.2828
2020-09-29,USD,EUR,0.8652
2020-09-29,USD,CNY,6.5048
2020-09-29,USD,JPY,112.0426
2020-09-29,USD,GBP,0.7489
2020-09-29,USD,CAD,1.2815
2020-09-30,USD,EUR,0.8630
2020-09-30,USD,CNY,6.5027
2020-09-30,USD,JPY,112.0318
2020-09-30,USD,GBP,0.7484
2020-09-30,USD,CAD,1.2804
2020-10-01,USD,EUR,0.8629
2020-10-01,USD,CNY,6.5053
2020-10-01,USD,JPY,112.2474
2020-10-01,USD,GBP,0.7476
2020-10-01,USD,CAD,1.2778
2020-10-02,USD,EUR,0.8639
2020-10-02,USD,CNY,6.5076
2020-10-02,USD,JPY,112.0919
2020-10-02,USD,GBP,0.7474
2020-10-02,USD,CAD,1.2799
2020-10-03,USD,EUR,0.8637
2020-10-03,USD,CNY,6.5038
2020-10-03,USD,JPY,112.0713
2020-10-03,USD,GBP,0.7454
2020-10-03,USD,CAD,1.2826
2020-10-04,USD,EUR,0.8617
2020-10-04,USD,CNY,6.5058
2020-10-04,USD,JPY,112.1995
2020-10-04,USD,GBP,0.7460
2020-10-04,USD,CAD,1.2821
2020-10-05,USD,EUR,0.8621
2020-10-05,USD,CNY,6.5078
2020-10-05,USD,JPY,112.1448
2020-10-05,USD,GBP,0.7451
2020-10-05,USD,CAD,1.2843
2020-10-06,USD,EUR,0.8605
2020-10-06,USD,CNY,6.5055
2020-10-06,USD,JPY,112.0620
2020-10-06,USD,GBP,0.7444
2020-10-06,USD,CAD,1.2846
2020-10-07,USD,EUR,0.8598
2020-10-07,USD,CNY,6.5001
2020-10-07,USD,JPY,111.8546
2020-10-07,USD,GBP,0.7458
2020-10-07,USD,CAD,1.2859
2020-10-08,USD,EUR,0.8595
2020-10-08,USD,CNY,6.4990
2020-10-08,USD,JPY,111.9029
2020-10-08,USD,GBP,0.7465
2020-10-08,USD,CAD,1.2858
2020-10-09,USD,EUR,0.8603
2020-10-09,USD,CNY,6.4981
2020-10-09,USD,JPY,112.1135
2020-10-09,USD,GBP,0.7452
2020-10-09,USD,CAD,1.2874
2020-10-10,USD,EUR,0.8613
2020-10-10,USD,CNY,6.4952
2020-10-10,USD,JPY,111.9326
2020-10-10,USD,GBP,0.7469
2020-10-10,USD,CAD,1.2852
2020-10-11,USD,EUR,0.8602
2020-10-11,USD,CNY,6.4963
2020-10-11,USD,JPY,111.9246
2020-10-11,USD,GBP,0.7473
2020-10-11,USD,CAD,1.2864
2020-10-12,USD,EUR,0.8618
2020-10-12,USD,CNY,6.4979
2020-10-12,USD,JPY,111.7766
2020-10-12,USD,GBP,0.7464
2020-10-12,USD,CAD,1.2888
2020-10-13,USD,EUR,0.8607
2020-10-13,USD,CNY,6.4989
2020-10-13,USD,JPY,111.8495
2020-10-13,USD,GBP,0.7455
2020-10-13,USD,CAD,1.2886
2020-10-14,USD,EUR,0.8604
2020-10-14,USD,CNY,6.5039
2020-10-14,USD,JPY,112.0418
2020-10-14,USD,GBP,0.7467
2020-10-14,USD,CAD,1.2914
2020-10-15,USD,EUR,0.8611
2020-10-15,USD,CNY,6.5100
2020-10-15,USD,JPY,112.2098
2020-10-15,USD,GBP,0.7454
2020-10-15,USD,CAD,1.2899
2020-10-16,USD,EUR,0.8591
2020-10-16,USD,CNY,6.5172
2020-10-16,USD,JPY,112.1910
2020-10-16,USD,GBP,0.7471
2020-10-16,USD,CAD,1.2898
2020-10-17,USD,EUR,0.8585
2020-10-17,USD,CNY,6.5140
2020-10-17,USD,JPY,112.3582
2020-10-17,USD,GBP,0.7478
2020-10-17,USD,CAD,1.2903
2020-10-18,USD,EUR,0.8570
2020-10-18,USD,CNY,6.5078
2020-10-18,USD,JPY,112.2686
2020-10-18,USD,GBP,0.7490
2020-10-18,USD,CAD,1.2875
2020-10-19,USD,EUR,0.8589
2020-10-19,USD,CNY,6.5051
2020-10-19,USD,JPY,112.3807
2020-10-19,USD,GBP,0.7500
2020-10-19,USD,CAD,1.2846
2020-10-20,USD,EUR,0.8601
2020-10-20,USD,CNY,6.5079
2020-10-20,USD,JPY,112.3979
2020-10-20,USD,GBP,0.7494
